weight,age,height,size
69,30,165.1,L
78,33,175.26,L
54,27,162.56,M
69,34,170.18,L
61,28,167.64,M
51,32,162.56,S
51,35,162.4,S
63,29,167.64,M
69,35,175.26,L
56,32,167.64,M
52,29,160.02,S
54,24,167.48,S
54,32,162.56,S
52,28,165.1,S
73,33,172.72,XL
71,30,175.26,XL
54,23,167.64,M
53,30,162.56,S
54,28,165.1,M
63,31,160.02,XL
73,47,175.26,XL
53,34,154.94,M
71,29,177.8,L
58,37,175.26,M
70,26,165.1,XL
54,31,167.64,S
69,30,165.1,L
65,30,162.56,XL
61,20,167.64,M
51,43,162.56,S
58,28,172.72,M
69,32,170.18,L
73,31,175.26,XL
73,55,167.64,XL
61,33,165.1,M
68,39,170.18,XL
68,41,160.02,XL
71,34,177.8,L
76,22,175.26,XL
69,42,177.8,L
54,26,157.48,M
56,30,172.72,M
52,25,162.56,S
56,29,157.48,M
53,39,162.56,M
73,53,167.64,XL
61,30,170.18,M
85,33,187.96,XL
56,37,162.56,M
62,45,167.64,L
61,27,162.56,M
61,35,172.72,M
63,36,165.1,M
52,46,160.02,S
61,33,167.64,M
67,39,162.56,L
45,35,160.02,S
67,42,167.64,L
74,36,177.8,L
53,31,164.94,S
67,33,172.72,L
54,29,167.64,S
70,40,170.18,XL
68,31,160.02,L
51,38,165.1,S
56,31,172.72,M
72,26,162.56,XL
52,33,154.94,S
54,42,154.94,M
63,27,162.56,M
53,30,162.56,S
52,41,162.56,S
61,35,162.56,M
56,30,160.02,M
54,24,160.02,S
69,29,170.18,L
52,41,167.64,S
63,38,162.56,M
76,25,177.8,XL
56,27,165.1,M
64,23,165.1,M
70,31,165.1,XL
57,38,160.02,M
50,33,154.94,S
77,39,170.18,XL
52,38,165.1,S
63,49,170.18,M
68,25,165.1,L
61,34,154.94,L
76,44,175.26,XL
58,43,170.18,M
58,34,160.02,M
67,37,167.64,L
46,40,160.02,S
52,30,165.1,S
54,24,160.02,M
52,52,167.64,S
73,34,170.18,XL
54,28,162.56,S
68,29,167.64,XL
67,37,177.8,L
47,48,154.94,S
65,35,164.94,XL
53,40,162.56,M
69,32,170.18,L
67,23,167.64,L
60,34,170.18,M
58,31,165.1,M
49,34,157.48,S
74,28,175.26,L
76,33,175.26,XL
63,29,162.56,M
58,37,162.56,M
56,41,162.56,M
53,42,170.26,S
67,33,162.56,L
69,52,162.56,L
68,33,167.64,XL
67,34,167.64,L
54,33,167.48,S
70,33,170.18,XL
72,25,175.26,XL
65,26,177.8,M
78,30,180.34,XL
61,29,172.72,M
56,34,157.48,M
70,43,160.02,XL
54,32,160.02,S
58,36,162.56,M
57,30,175.26,M
59,54,154.94,L
54,31,165.1,S
48,53,157.48,S
53,33,167.64,M
52,28,154.94,M
56,32,157.48,M
54,28,170.18,S
56,35,162.56,M
69,39,167.64,L
52,37,162.56,M
61,30,167.64,M
49,29,167.64,S
58,31,167.64,M
53,26,170.18,S
52,27,162.4,S
71,43,167.48,XL
58,23,160.02,M
65,30,162.56,XL
54,22,165.1,S
67,35,162.56,L
69,33,165.1,L
67,42,167.64,L
69,29,167.64,L
58,45,160.02,M
72,27,172.72,XL
59,38,167.64,M
61,25,165.1,M
67,26,162.56,L
54,29,170.18,S
68,28,162.56,XL
67,21,167.64,XL
70,39,165.1,XL
63,29,167.64,M
63,41,167.64,M
61,41,157.48,L
78,29,175.26,XL
54,61,162.56,M
63,31,172.72,M
54,52,162.56,S
70,25,165.1,XL
63,25,172.72,M
72,32,170.18,XL
68,29,167.64,XL
58,26,170.18,M
74,34,175.26,XL
62,28,160.02,XL
58,30,175.26,M
60,30,162.56,M
56,25,167.64,M
54,38,167.48,S
67,37,162.56,L
49,34,162.56,S
58,32,160.02,M
72,36,170.18,L
68,35,172.72,L
71,33,164.94,XL
51,32,167.64,S
70,46,172.72,L
79,27,159.86,XL
52,40,160.02,S
52,31,165.1,M
71,28,177.8,XL
54,41,162.56,S
67,27,167.64,L
61,29,167.64,M
65,34,170.18,L
69,30,167.48,XL
67,32,167.64,L
69,49,170.18,L
74,42,177.8,L
73,35,182.88,XL
52,29,154.94,S
52,47,165.1,S
58,34,162.56,M
76,36,170.18,XL
58,33,160.02,M
78,32,172.72,XL
57,35,152.4,L
58,36,160.02,M
67,26,162.56,L
61,57,157.48,L
67,33,162.56,L
63,30,165.1,M
58,30,167.64,M
67,35,162.56,L
55,29,154.94,M
54,29,160.02,M
58,24,167.64,M
74,33,167.64,XL
50,55,157.48,S
56,30,162.56,M
52,26,170.18,S
52,36,170.18,S
50,38,157.48,S
67,38,175.26,L
62,33,167.64,L
54,34,164.94,S
52,30,170.18,S
61,33,162.56,M
58,27,160.02,M
69,24,170.18,XL
58,38,170.18,M
56,34,170.18,M
53,40,165.1,M
54,32,162.56,S
77,34,167.64,XL
58,30,162.56,M
72,33,170.18,XL
63,25,160.02,L
58,32,170.18,M
70,34,170.18,L
52,28,157.48,S
64,58,170.18,L
54,30,160.02,S
58,18,162.56,M
72,32,170.18,XL
77,32,167.48,XL
61,33,172.72,M
59,40,165.1,M
67,44,170.18,L
67,33,162.56,L
63,28,165.1,M
65,31,160.02,XL
61,31,162.56,M
58,34,167.64,M
63,28,160.02,XL
61,28,162.56,M
45,24,157.48,S
69,29,162.56,L
61,31,170.18,M
54,31,164.94,S
51,53,165.1,S
63,28,167.64,M
73,31,170.18,XL
65,32,167.64,M
53,36,157.48,S
61,31,170.18,M
56,38,154.94,M
56,29,154.94,M
62,28,162.56,M
63,28,157.48,L
54,30,165.1,S
61,28,167.64,M
69,46,170.18,XL
69,45,180.34,XL
71,28,172.72,XL
58,37,157.48,M
52,43,157.48,S
49,28,154.94,S
67,25,170.18,L
66,40,175.26,L
65,34,160.02,XL
57,38,167.64,M
63,26,177.8,M
63,32,172.72,M
68,27,165.1,L
54,25,167.48,S
60,52,170.18,M
67,25,162.56,L
76,47,175.26,XL
69,30,172.72,L
73,27,175.26,XL
76,30,175.26,XL
73,35,167.48,XL
73,35,170.18,L
76,27,172.72,XL
59,31,172.72,M
61,38,165.1,M
52,41,157.48,S
54,32,162.56,S
59,43,170.18,M
62,23,165.1,M
79,31,160.02,XL
63,29,175.26,M
64,26,172.72,L
63,28,162.56,M
63,48,177.8,M
58,30,162.56,M
61,32,162.56,M
67,30,170.18,L
61,25,165.1,M
62,30,167.64,M
56,30,154.94,M
61,29,152.4,L
56,56,165.1,M
53,41,165.1,S
72,37,167.64,XL
70,24,172.72,XL
58,34,162.56,M
61,30,157.48,L
80,44,175.26,XL
71,39,172.72,XL
76,42,170.18,XL
62,37,170.18,M
69,35,170.18,XL
67,28,170.18,L
70,31,170.18,L
54,33,160.02,M
71,39,167.64,L
68,30,167.64,XL
71,27,170.18,L
52,17,160.02,S
54,39,154.94,M
56,32,157.48,M
65,28,162.56,L
46,60,154.94,S
54,26,167.48,S
56,38,165.1,M
73,35,170.18,XL
73,29,170.18,XL
52,30,170.18,S
54,30,160.02,M
54,31,160.02,S
70,29,162.56,L
49,29,157.48,S
69,32,172.72,L
64,32,172.72,M
53,28,162.56,S
55,37,160.02,M
53,26,154.94,M
71,30,165.1,L
55,32,162.8,S
58,39,160.02,M
71,38,167.64,XL
56,31,172.72,M
52,40,165.1,S
52,57,157.48,S
73,35,170.18,L
63,27,160.02,L
69,35,167.64,XL
52,31,160.02,S
70,38,177.8,L
72,29,167.48,XL
76,26,172.72,XL
52,29,170.18,S
78,27,175.26,XL
63,35,175.26,M
52,55,157.48,M
54,35,167.48,S
58,31,167.64,M
55,69,160.02,M
69,31,165.1,L
65,31,160.02,L
58,32,167.64,M
69,24,175.26,XL
47,29,157.48,S
65,53,162.56,XL
70,37,167.64,XL
60,28,154.94,L
63,40,160.02,XL
54,26,157.48,M
54,27,167.64,S
58,26,162.56,M
52,36,160.02,S
49,28,152.4,S
58,43,167.64,M
58,32,165.1,M
58,31,172.72,M
53,34,152.4,M
61,41,157.48,L
51,50,160.02,M
54,25,165.1,M
56,24,167.64,M
76,30,170.18,XL
52,28,154.94,S
56,25,170.18,M
54,31,165.1,S
62,36,162.56,M
73,29,167.48,XL
65,26,162.56,XL
58,28,162.56,M
52,37,157.48,S
63,27,165.1,M
58,23,160.02,M
61,27,170.18,M
71,39,167.48,XL
70,31,167.64,L
58,34,157.48,M
68,33,167.64,XL
56,40,162.56,M
70,31,167.64,XL
77,30,167.64,XL
62,50,170.18,M
72,37,170.18,L
63,27,177.8,M
69,29,170.18,L
63,27,177.8,M
54,29,165.1,S
71,25,165.1,L
54,32,162.56,S
53,44,165.1,M
55,37,154.94,M
68,30,165.1,XL
78,32,177.8,XL
71,30,172.72,XL
69,25,170.18,XL
67,31,172.72,L
49,56,160.02,S
69,27,175.26,L
67,40,175.26,L
63,31,167.64,M
51,38,160.02,M
61,41,172.72,M
79,27,182.88,XL
56,33,162.56,M
56,27,165.1,M
56,31,160.02,M
54,42,165.1,S
52,31,160.02,S
71,57,167.64,L
63,27,167.64,M
58,31,172.72,M
71,29,172.72,L
63,31,170.18,M
56,47,165.1,M
52,22,167.64,M
54,30,152.4,M
48,44,162.56,S
69,25,167.48,XL
78,27,172.72,XL
74,54,170.18,XL
70,32,167.64,XL
67,25,162.56,L
73,30,177.8,XL
47,41,157.48,S
47,25,157.48,S
61,25,175.26,M
75,36,167.64,XL
58,26,160.02,M
65,33,170.18,L
62,26,162.56,M
53,38,162.56,S
65,43,162.56,XL
73,46,167.48,XL
68,35,167.48,XL
52,31,157.48,S
80,29,185.42,XL
69,25,177.8,L
72,28,162.56,XL
52,27,162.56,S
56,38,160.02,M
64,27,165.1,M
69,22,172.72,L
56,28,165.1,M
69,41,165.1,L
68,35,162.56,L
68,29,167.64,XL
61,36,157.48,L
69,32,162.56,L
53,37,162.56,S
73,47,172.72,XL
73,29,167.64,XL
58,36,154.94,L
50,28,167.64,S
54,33,162.56,S
57,21,167.64,M
67,27,170.18,L
71,32,172.72,L
78,31,177.8,XL
73,48,172.72,XL
50,29,157.48,S
58,27,160.02,M
69,34,170.18,L
48,43,165.1,S
54,31,162.56,S
54,35,170.18,S
56,51,160.02,M
68,26,162.56,L
68,34,162.56,XL
52,29,162.56,M
58,26,167.64,M
67,29,167.64,L
69,36,160.02,XL
54,31,167.64,M
71,24,170.18,XL
61,36,165.1,M
67,26,170.18,L
63,30,160.02,L
69,35,167.48,XL
54,34,162.56,S
61,33,162.56,M
61,41,160.02,M
69,31,162.56,L
58,33,160.02,M
65,30,160.02,XL
55,26,170.18,M
70,30,167.64,XL
64,39,162.56,XL
61,41,177.8,M
53,41,162.56,S
75,35,167.64,XL
56,30,162.56,M
69,37,170.18,XL
53,36,157.48,S
60,52,175.26,M
78,23,177.8,XL
69,47,172.72,L
54,28,162.56,M
58,28,165.1,M
53,30,162.56,S
68,31,167.64,L
77,28,167.64,XL
54,20,157.48,M
58,29,167.64,M
61,36,165.1,M
67,30,170.18,L
65,28,162.56,XL
58,28,170.18,M
51,38,156.94,M
71,31,175.26,XL
68,36,167.64,XL
61,44,157.48,L
79,36,167.48,XL
52,29,154.94,S
52,33,154.94,S
67,27,167.64,L
56,34,165.1,M
69,31,165.1,L
58,43,162.56,M
54,29,162.56,M
73,32,167.48,XL
61,29,165.1,M
52,30,159.86,S
52,44,170.18,S
52,34,165.1,S
58,31,157.48,M
81,28,167.48,XL
48,39,162.56,S
68,33,167.64,L
69,45,162.56,L
72,29,162.56,XL
67,45,162.56,L
52,45,170.18,S
63,31,165.1,M
54,30,167.48,S
58,25,172.72,M
72,33,172.72,XL
52,25,165.1,S
69,50,167.64,XL
54,21,162.4,S
63,30,165.1,M
76,36,177.8,XL
67,25,167.64,L
66,38,175.26,XL
71,35,170.18,L
71,29,172.72,L
59,37,167.64,M
68,41,160.02,XL
58,29,157.48,M
58,33,160.02,M
58,38,172.72,M
53,35,165.1,M
69,33,170.18,L
56,39,165.1,M
52,30,160.02,S
58,37,167.64,M
54,31,160.02,S
62,34,162.56,M
54,37,172.72,S
56,33,157.48,M
54,22,170.18,S
48,33,162.56,S
65,30,167.64,M
55,34,170.18,M
63,31,170.18,M
58,33,160.02,M
49,39,160.02,S
62,33,157.48,L
78,28,175.26,XL
71,38,172.72,XL
69,40,167.64,L
57,26,170.18,M
61,30,160.02,M
63,28,177.8,M
53,39,162.56,M
52,32,154.94,S
68,34,162.56,XL
56,42,160.02,M
61,29,170.34,M
58,35,167.64,M
68,32,175.26,L
53,34,165.1,S
52,30,157.48,S
56,28,160.02,M
57,33,152.4,L
65,28,160.02,XL
72,35,167.64,XL
58,30,170.18,M
59,32,165.1,M
69,29,167.64,L
69,35,170.18,XL
52,34,162.56,M
74,22,175.26,L
64,33,167.64,L
58,34,170.18,M
51,34,162.56,M
70,54,175.26,L
66,26,170.18,XL
58,34,154.94,L
52,38,162.4,S
70,30,175.26,L
53,29,167.64,M
70,38,170.18,L
53,45,157.48,M
70,25,175.26,L
57,21,167.64,M
53,29,162.56,M
61,33,175.26,M
74,35,175.26,L
58,31,167.64,M
67,28,167.64,L
67,36,170.18,L
53,29,162.56,M
69,39,175.26,L
64,42,172.72,L
54,30,162.4,S
56,28,154.94,M
55,53,167.64,M
64,39,167.64,L
73,34,167.48,XL
54,25,167.64,S
62,32,175.26,M
58,40,165.1,M
58,31,165.1,M
61,26,172.72,M
53,31,164.94,S
71,43,167.48,XL
57,28,165.1,M
56,28,160.02,M
61,30,175.26,M
67,31,170.18,L
60,30,162.56,M
76,30,172.72,XL
56,30,162.56,M
49,34,152.4,S
58,30,165.1,M
58,27,172.72,M
68,30,167.64,XL
49,24,157.48,S
58,18,162.56,M
62,49,165.1,M
58,36,167.64,M
52,21,167.64,S
49,30,160.02,S
77,29,167.64,XL
71,59,170.18,L
64,39,167.64,L
52,22,162.56,M
54,32,160.02,M
76,30,170.18,XL
70,35,167.64,XL
73,19,180.34,XL
56,29,170.18,M
56,36,157.48,M
71,23,170.18,L
73,44,170.18,XL
73,43,180.34,XL
71,34,172.72,L
69,38,170.18,XL
61,30,170.18,M
59,27,170.18,M
62,35,170.18,L
52,38,162.56,S
58,39,172.72,M
69,38,170.18,L
74,40,172.72,XL
49,31,160.02,S
68,59,170.18,L
68,26,165.1,XL
70,33,170.18,XL
70,45,160.02,XL
63,36,162.56,M
56,33,167.64,M
69,27,170.18,XL
47,34,152.4,S
77,24,162.4,XL
59,32,165.1,M
70,29,170.18,XL
60,30,162.56,M
62,33,165.1,M
50,32,162.56,S
58,32,160.02,M
47,27,154.94,S
50,41,162.56,M
57,32,154.94,M
56,33,162.56,M
58,42,162.56,M
69,50,167.64,XL
69,30,170.18,L
61,48,162.56,M
52,26,167.64,S
56,31,172.72,M
54,21,167.64,S
73,32,175.26,XL
77,26,177.8,XL
56,29,162.56,M
62,29,167.64,L
69,40,165.1,L
54,31,162.56,S
71,49,180.34,XL
58,31,160.02,M
73,28,170.18,XL
61,33,170.18,M
59,29,154.94,L
50,29,162.56,S
54,33,167.48,S
52,36,162.56,S
47,28,157.48,S
48,53,160.02,S
69,31,172.72,L
52,30,157.48,S
54,30,165.1,M
54,25,157.48,M
76,29,177.8,XL
58,28,157.48,M
57,23,160.02,M
85,37,180.34,XL
47,26,157.48,S
61,28,157.48,L
52,43,160.02,S
69,49,167.64,L
47,42,154.94,S
54,23,165.1,M
63,26,157.48,L
54,33,167.48,S
54,41,162.56,S
67,42,177.8,L
63,25,172.72,M
58,62,162.56,M
71,29,175.26,L
77,28,167.48,XL
58,30,162.56,M
76,47,180.34,XL
70,27,160.02,L
62,31,160.02,XL
58,36,160.02,M
74,29,170.18,XL
61,26,170.18,M
67,35,167.64,L
73,26,167.48,XL
62,24,157.48,L
61,30,165.1,M
54,33,167.64,S
76,40,182.88,XL
61,33,167.64,M
61,28,175.26,M
70,31,165.1,XL
54,34,170.18,S
80,26,175.26,XL
51,33,165.1,S
58,43,170.18,M
65,39,160.02,L
58,57,160.02,M
65,28,170.18,M
66,35,167.64,L
72,29,172.72,L
52,39,162.4,S
56,32,165.1,M
56,35,167.64,M
58,32,160.02,M
73,33,175.26,XL
60,31,167.64,M
46,28,154.94,S
61,31,165.1,M
56,42,165.1,M
65,30,164.94,XL
74,25,172.72,XL
74,35,175.26,XL
52,28,149.86,M
73,39,170.18,XL
65,47,172.72,L
82,28,182.88,XL
61,28,172.72,M
49,28,160.02,S
53,33,160.02,M
61,40,162.56,M
61,29,172.72,M
58,31,175.26,M
72,29,167.64,XL
77,29,167.64,XL
55,32,162.8,S
76,32,172.72,XL
78,32,177.8,XL
43,30,149.86,S
72,20,165.1,L
71,39,172.72,L
66,24,160.02,L
80,39,175.26,XL
48,34,162.56,S
52,36,165.1,M
54,30,164.94,S
58,34,167.64,M
58,41,162.56,M
58,27,162.56,M
70,30,165.1,XL
69,35,167.64,L
65,29,160.02,L
58,52,172.72,M
64,27,165.1,M
61,27,170.18,M
69,50,167.64,L
56,30,165.1,M
58,25,170.18,M
56,33,167.64,M
61,32,165.1,M
66,27,170.18,XL
61,29,165.1,M
56,32,165.1,M
61,31,167.64,M
56,23,157.48,M
52,27,160.02,S
54,33,162.56,S
53,43,154.94,M
69,28,165.1,XL
58,30,162.56,M
70,32,165.1,XL
52,38,167.64,S
71,30,175.26,XL
49,28,160.02,S
58,38,167.64,M
71,37,172.72,L
54,26,167.64,S
71,31,167.64,L
54,54,172.72,S
54,29,160.02,M
61,29,170.18,M
71,35,170.18,L
76,36,167.64,XL
67,22,167.64,L
51,45,154.94,M
45,33,152.4,S
70,33,164.94,XL
68,27,167.64,XL
54,47,170.18,S
67,47,170.18,L
72,31,165.1,L
61,26,172.72,M
65,34,170.18,M
78,30,175.26,XL
61,29,157.48,L
54,39,167.48,S
74,24,175.26,L
73,49,167.64,XL
53,36,162.56,M
71,28,170.18,L
73,25,167.64,XL
63,33,162.56,M
58,30,160.02,M
68,37,165.1,L
53,23,157.48,S
58,30,167.64,M
54,51,167.64,S
54,47,167.64,M
52,28,157.48,S
69,29,170.18,XL
58,31,154.94,L
67,29,162.56,L
69,24,177.8,L
61,28,167.64,M
53,45,170.18,S
48,35,157.48,S
61,21,167.64,M
53,27,167.64,S
52,54,157.48,S
77,58,167.48,XL
56,28,167.64,M
54,33,157.48,M
70,34,170.18,L
71,30,167.64,L
56,30,160.02,M
54,31,167.64,M
71,25,167.64,L
65,34,165.1,M
58,28,160.02,M
78,24,172.72,XL
65,30,167.64,M
52,30,159.86,S
65,27,175.26,M
54,31,162.56,S
65,26,162.56,XL
55,29,162.8,S
53,30,157.48,S
58,29,162.56,M
53,40,162.56,M
63,28,177.8,M
52,40,167.64,S
55,34,170.18,M
69,31,170.18,XL
68,31,167.64,L
60,30,172.72,M
61,31,157.48,L
52,33,160.02,S
51,33,164.56,M
63,26,167.64,M
54,29,172.72,S
54,30,157.48,M
52,21,162.56,S
58,41,165.1,M
61,38,170.18,M
58,28,162.56,M
72,26,160.02,XL
57,41,165.1,M
51,50,160.02,S
70,34,170.18,XL
54,54,167.48,S
54,32,160.02,M
57,27,172.72,M
58,31,162.56,M
54,31,160.02,S
59,29,162.56,M
58,22,167.64,M
74,29,170.18,L
54,25,170.18,M
61,31,162.56,M
54,34,160.02,M
61,35,157.48,L
69,20,162.56,L
79,30,177.8,XL
54,30,160.02,S
69,28,162.56,L
58,30,167.64,M
54,27,172.72,S
61,47,170.18,M
51,61,160.02,M
57,24,157.48,M
58,29,157.48,M
51,53,154.94,M
74,34,175.26,L
70,34,167.64,XL
61,29,165.1,M
76,34,167.64,XL
56,49,152.4,L
58,44,172.72,M
68,42,167.64,XL
51,37,160.02,S
58,33,170.18,M
58,31,167.64,M
73,27,172.72,XL
70,40,170.18,XL
70,48,167.64,XL
76,31,170.18,XL
73,42,170.18,XL
56,62,162.56,M
67,42,167.64,L
69,32,167.48,XL
58,30,175.26,M
63,32,175.26,M
76,32,170.18,XL
61,35,172.72,M
56,36,165.1,M
72,30,167.64,XL
77,41,167.48,XL
69,28,170.18,L
61,34,162.56,M
69,28,170.18,L
76,43,172.72,L
70,38,165.1,L
49,30,165.1,S
73,30,167.64,XL
73,51,167.64,XL
53,31,159.86,S
54,26,162.56,M
58,29,172.72,M
45,27,157.48,S
76,18,170.18,XL
54,31,167.48,S
61,29,165.1,M
61,27,170.18,M
69,26,162.56,L
54,32,165.1,S
61,27,172.72,M
56,28,157.48,M
54,40,160.02,M
54,37,167.64,S
65,29,165.1,M
61,30,160.02,M
65,35,172.72,M
65,36,160.02,XL
63,36,170.18,M
71,28,175.26,L
54,23,170.18,S
64,63,167.64,L
68,31,160.02,XL
58,32,172.72,M
67,39,165.1,L
71,54,165.1,L
65,48,162.56,XL
76,29,180.34,XL
78,28,175.26,XL
68,35,165.1,XL
54,39,157.48,M
58,21,160.02,M
71,33,175.26,L
56,31,167.64,M
78,27,177.8,L
54,47,175.26,S
54,34,170.18,S
65,39,170.18,L
51,34,162.56,S
61,31,172.72,M
48,47,162.56,S
60,33,160.02,M
67,31,175.26,L
74,32,170.18,L
67,36,162.56,L
48,45,154.94,S
53,44,165.1,S
54,35,160.02,S
61,38,162.56,M
68,30,162.56,L
50,35,160.02,S
56,26,157.48,M
70,26,167.64,L
70,40,165.1,L
62,31,172.88,M
62,35,167.64,M
73,32,177.8,XL
54,38,162.56,M
53,30,162.56,S
48,32,157.48,S
76,52,177.8,XL
52,51,165.1,S
68,32,167.64,XL
63,33,165.1,M
67,37,162.56,L
51,27,167.64,S
52,31,170.26,S
71,57,175.26,XL
55,27,170.18,M
54,22,165.1,M
54,36,162.56,S
70,28,167.64,XL
69,48,172.72,XL
58,31,170.18,M
54,27,162.56,M
51,30,160.02,S
78,35,175.26,XL
52,29,160.02,M
68,26,162.56,L
49,32,154.94,S
54,31,162.56,M
61,28,175.26,M
63,49,160.02,XL
74,29,172.72,L
70,33,170.18,XL
71,26,172.72,L
58,28,167.64,M
70,39,167.64,L
54,35,167.48,S
58,33,167.64,M
73,35,177.8,XL
57,41,167.64,M
59,31,154.94,L
61,23,172.72,M
55,30,167.64,M
53,55,167.8,S
61,27,172.72,M
69,26,162.56,L
68,30,162.56,L
58,28,167.64,M
69,36,167.64,L
47,36,157.48,S
63,33,175.26,M
54,38,157.48,M
52,30,162.56,S
58,31,175.26,M
76,33,177.8,XL
56,35,165.1,M
76,27,172.72,XL
78,32,172.72,XL
68,26,170.18,L
65,25,167.64,M
67,44,170.18,L
64,37,167.64,L
61,33,175.26,M
63,33,172.72,M
56,45,165.1,M
51,35,157.48,S
54,42,162.56,S
76,41,182.88,XL
58,25,160.02,M
65,38,177.8,M
58,40,167.64,M
49,36,167.64,S
67,48,167.64,L
65,26,160.02,XL
69,32,165.1,L
68,37,165.1,XL
48,33,157.48,S
54,34,170.18,S
61,26,165.1,M
61,39,165.1,M
60,23,154.94,L
49,47,162.56,S
81,33,167.48,XL
56,27,167.64,M
61,25,157.48,L
64,31,175.26,L
49,24,167.64,S
68,32,167.64,XL
52,36,157.48,M
58,34,172.72,M
59,36,167.64,M
56,36,162.56,M
56,52,172.72,M
61,36,172.72,M
58,37,160.02,M
69,27,162.56,L
51,29,154.4,M
51,41,164.56,M
56,31,160.02,M
58,34,170.18,M
52,35,162.56,S
53,31,164.94,S
72,35,167.64,XL
54,29,162.56,S
64,26,170.18,L
76,31,170.18,XL
48,30,154.94,S
52,29,165.1,S
53,37,157.48,S
58,30,160.02,M
54,28,170.18,S
56,28,167.64,M
61,34,167.64,M
71,29,170.18,L
47,25,162.56,S
69,29,165.1,L
54,47,167.48,S
58,38,167.64,M
49,27,154.94,S
58,24,167.64,M
68,30,165.1,XL
56,48,165.1,M
71,28,177.8,L
58,31,172.72,M
57,30,162.56,M
54,15,165.1,M
71,32,172.72,XL
47,25,157.48,S
73,31,172.72,XL
63,31,167.64,M
48,26,154.94,S
56,33,160.02,M
72,24,170.18,L
56,28,162.56,M
56,36,160.02,M
74,30,175.26,L
65,44,160.02,XL
69,27,170.18,L
54,36,162.56,S
69,43,175.26,L
70,32,170.18,XL
52,30,160.02,S
63,26,165.1,M
73,26,172.72,XL
54,30,167.64,S
54,51,165.1,S
72,31,170.18,XL
54,30,175.26,S
58,23,172.72,M
74,30,165.1,XL
67,33,162.56,L
56,33,167.64,M
71,28,165.1,L
54,33,162.56,M
65,29,164.94,XL
47,23,152.4,S
52,30,165.1,S
56,54,165.1,M
71,31,165.1,L
69,33,162.56,L
61,30,160.02,M
64,36,170.18,L
71,20,167.64,L
71,38,170.18,L
64,36,162.56,L
54,31,160.02,M
64,67,180.34,XL
70,30,164.94,XL
52,30,160.02,S
65,30,170.18,M
58,34,162.56,M
70,26,170.18,L
71,33,170.18,L
65,30,165.1,M
68,46,162.56,XL
52,60,160.02,M
52,35,165.1,S
68,26,162.56,XL
54,45,160.02,S
64,30,170.18,L
52,29,160.02,S
69,31,172.72,L
58,35,162.56,M
52,36,162.56,S
71,45,175.26,L
61,20,167.64,M
58,36,165.1,M
71,31,167.64,L
61,34,160.02,M
74,37,170.18,L
54,33,162.56,M
47,32,152.4,S
54,31,162.56,M
70,26,170.18,XL
54,26,160.02,S
69,54,167.64,L
48,31,157.48,S
57,40,162.56,M
69,35,167.64,L
58,53,157.48,M
74,32,172.72,L
48,29,157.48,S
49,18,157.48,S
54,28,167.64,S
57,54,160.02,M
58,37,162.56,M
55,41,154.94,M
74,32,167.64,XL
58,27,165.1,M
55,36,162.56,M
56,38,167.64,M
49,32,160.02,S
65,31,172.72,M
75,43,167.64,XL
61,30,157.48,L
53,39,154.94,M
54,26,165.1,M
60,37,167.64,M
56,36,170.18,M
58,40,160.02,M
63,32,165.1,M
52,33,160.02,S
67,26,162.56,L
61,36,170.18,M
77,32,172.72,XL
54,33,167.64,S
52,27,157.48,M
72,24,170.18,XL
53,29,170.26,S
68,42,167.64,XL
49,27,170.18,S
66,36,170.18,XL
70,38,167.48,XL
69,33,162.56,L
69,54,177.8,XL
61,25,165.1,M
68,36,165.1,XL
78,24,177.8,XL
61,29,172.72,M
52,55,157.48,M
54,29,165.1,S
48,32,160.02,S
60,42,175.26,M
80,26,180.34,XL
63,32,172.72,M
69,43,170.18,XL
63,33,177.8,M
54,40,162.56,S
69,31,162.56,L
71,57,170.18,XL
65,30,167.64,M
58,44,172.72,M
67,50,162.56,L
69,30,170.18,XL
55,32,160.02,M
65,28,162.56,XL
53,31,162.56,M
56,26,167.64,M
52,33,162.8,S
72,30,167.64,XL
74,26,170.18,L
65,33,162.56,L
58,57,167.64,M
63,31,172.72,M
68,29,165.1,XL
50,33,154.94,S
52,34,165.1,M
67,27,177.8,L
58,33,165.1,M
63,28,160.02,L
65,28,167.64,M
56,31,162.56,M
54,30,165.1,M
58,37,162.56,M
68,45,162.56,XL
52,32,162.4,S
69,30,167.48,XL
76,24,167.64,XL
51,41,165.1,S
65,26,167.64,M
57,34,170.18,M
77,33,162.4,XL
76,46,172.72,XL
66,30,160.02,L
62,27,167.64,M
72,34,162.56,XL
49,30,154.94,S
74,28,170.18,L
65,39,164.94,XL
56,40,165.1,M
53,29,157.48,S
48,31,157.48,S
59,37,177.8,M
73,56,170.18,XL
57,32,167.64,M
54,31,162.56,S
63,30,172.72,M
71,32,170.18,XL
71,48,172.72,XL
76,32,170.18,XL
52,38,167.64,S
70,26,167.64,L
58,27,162.56,M
63,23,162.56,M
58,28,172.72,M
58,37,167.64,M
63,25,177.8,M
53,36,157.48,S
74,30,172.72,XL
71,33,180.34,XL
58,32,170.18,M
56,37,165.1,M
56,38,162.56,M
73,27,167.64,L
59,31,165.1,M
58,35,162.56,M
65,29,160.02,L
54,30,160.02,M
77,26,177.8,XL
54,38,160.02,M
48,43,162.56,S
53,36,157.48,S
66,53,170.18,XL
68,31,157.48,L
53,39,165.1,S
56,32,165.1,M
52,31,157.48,S
