订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现,大类,二级类
DD201708167493898061900881988,E43A6E078A06874,1.6,1.6,20g咪咪虾条马来西亚风味,2017/6/23 16:10,E,已出货未退款,已提现,非饮料,膨化食品
DD201708167493472223405336548,E43A6E078A06874,4.5,4.5,250ml燕塘原味酸奶,2017/6/23 16:10,E,已出货未退款,已提现,饮料,乳制品
DD201708167493767322510952081,E43A6E078A06874,3,3,卫龙亲嘴烧红烧牛肉味,2017/6/23 16:10,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170524142252132B839F1D8CB,E43A6E078A06874,2,2,怡宝纯净水,2017/6/23 16:10,E,已出货未退款,已提现,饮料,水
DD201708167493339949123315972,E43A6E078A04134,0.8,0.8,20g咪咪虾条马来西亚风味,2017/6/23 16:11,B,已出货未退款,已提现,非饮料,膨化食品
DD201708167493898142956482952,E43A6E078A04172,1.6,1.6,2g韩国海牌海苔,2017/6/23 16:12,A,已出货未退款,已提现,非饮料,海味零食
DD201705191726566557C6C61407F,E43A6E078A04172,4,4,王老吉（500ml）,2017/6/23 16:12,A,已出货未退款,已提现,饮料,茶饮料
DD20170808151717202B8E55B05CA,E43A6E078A04134,3.5,3.5,芬达330ml,2017/6/23 16:12,B,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493480768506403064,E43A6E078A04228,2.5,2.5,145ml旺仔牛奶盒装,2017/6/23 16:12,C,已出货未退款,已提现,饮料,乳制品
DD20170816749389818794249407,E43A6E078A04228,1.6,1.6,20g马来西亚风味咪咪蟹味粒0219,2017/6/23 16:12,C,已出货未退款,已提现,非饮料,膨化食品
DD201708167493815268167483546,E43A6E078A04228,2.5,2.5,250ml维他原味豆奶,2017/6/23 16:12,C,已出货未退款,已提现,饮料,植物蛋白
DD20170519172941932DB6EB59543,E43A6E078A04228,4,4,阿萨姆奶茶,2017/6/23 16:12,C,已出货未退款,已提现,饮料,茶饮料
DD20170522094359868A177496CAD,E43A6E078A06874,4,4,尖叫,2017/6/23 16:12,E,已出货未退款,已提现,饮料,功能饮料
DD2017051917175216E49E7C3D115,E43A6E078A04172,3,3,可口可乐（500ml）,2017/6/23 16:20,A,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493816015123531058,E43A6E078A04134,2.5,2.5,145ml旺仔牛奶盒装,2017/6/23 16:20,B,已出货未退款,已提现,饮料,乳制品
DD20170816749350049120994405,E43A6E078A04134,3,3,250ml维他柠檬茶,2017/6/23 16:20,B,已出货未退款,已提现,饮料,茶饮料
DD201708167493816325833713117,E43A6E078A04134,2.5,2.5,250ml维他原味豆奶,2017/6/23 16:20,B,已出货未退款,已提现,饮料,植物蛋白
DD201708167493500288339695558,E43A6E078A04134,3.5,3.5,600ml可口可乐,2017/6/23 16:20,B,已出货未退款,已提现,饮料,碳酸饮料
DD20170808133927279DE9F3AA26C,E43A6E078A04134,3,3,怡宝纯净水,2017/6/23 16:20,B,已出货未退款,已提现,饮料,水
DD201708167493837353472229821,E43A6E078A04228,2.5,2.5,145ml旺仔牛奶盒装,2017/6/23 16:20,C,已出货未退款,已提现,饮料,乳制品
DD20170816749389821376530789,E43A6E078A04228,1.6,1.6,20g马来西亚风味咪咪蟹味粒0219,2017/6/23 16:20,C,已出货未退款,已提现,非饮料,膨化食品
DD201708167493940941909981665,E43A6E078A04228,0.8,0.8,20g咪咪虾条马来西亚风味,2017/6/23 16:20,C,已出货未退款,已提现,非饮料,膨化食品
DD201708167493456186192813093,E43A6E078A04228,2.5,2.5,250ml维他原味豆奶,2017/6/23 16:20,C,已出货未退款,已提现,饮料,植物蛋白
DD201708167493472108621626365,E43A6E078A04228,16,16,450ml美汁源果粒橙,2017/6/23 16:20,C,已出货未退款,已提现,饮料,果蔬饮料
DD2017051618391759565BCF741C5,E43A6E078A04228,2,2,怡宝纯净水,2017/6/23 16:20,C,已出货未退款,已提现,饮料,水
DD201708167493451351580094251,E43A6E078A06874,2.4,2.4,咪咪虾条马来西亚风味,2017/6/23 16:20,E,已出货未退款,已提现,非饮料,膨化食品
DD20170510000809918805D39EB75,E43A6E078A06874,2.5,2.5,雪碧330ml,2017/6/23 16:20,E,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493632004776342684,E43A6E078A04134,3,3,250ml维他奶巧克力味,2017/6/23 16:21,B,已出货未退款,已提现,饮料,植物蛋白
DD201708167493480815257519755,E43A6E078A04134,2.5,2.5,145ml旺仔牛奶盒装,2017/6/23 16:23,B,已出货未退款,已提现,饮料,乳制品
DD20170808133830161D7AF07118E,E43A6E078A04172,1,1,小鱼仔,2017/6/23 16:24,A,已出货未退款,已提现,非饮料,海味零食
DD201708167493500171610435195,E43A6E078A04134,3.5,3.5,600ml可口可乐,2017/6/23 16:24,B,已出货未退款,已提现,饮料,碳酸饮料
DD201705241239507481CA60DC6D1,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/6/23 16:24,B,已出货未退款,已提现,饮料,功能饮料
DD201708167493411760322325956,E43A6E078A04172,2,2,145ml旺仔牛奶盒装,2017/6/23 16:25,A,已出货未退款,已提现,饮料,乳制品
DD201708167493480401326716179,E43A6E078A04172,5,5,500ml统一阿萨姆奶茶,2017/6/23 16:25,A,已出货未退款,已提现,饮料,茶饮料
DD2017052412371665947632D9C99,E43A6E078A04172,10,10,口味王槟榔（绿）,2017/6/23 16:25,A,已出货未退款,已提现,非饮料,蜜饯/果干
DD201708167493480238242757112,E43A6E078A04172,4.5,4.5,燕塘红枣牛奶,2017/6/23 16:25,A,已出货未退款,已提现,饮料,乳制品
DD20170519170206427B02A965B2A,E43A6E078A04134,3,3,印尼芝士威化饼干,2017/6/23 16:25,B,已出货未退款,已提现,非饮料,饼干糕点
DD20170816749389826292760063,E43A6E078A04228,1.6,1.6,2g韩国海牌海苔,2017/6/23 16:25,C,已出货未退款,已提现,非饮料,海味零食
DD2017052412385676A439C523331,E43A6E078A04228,4,4,银鹭八宝粥,2017/6/23 16:25,C,已出货未退款,已提现,饮料,方便速食
DD201708167493411658480847984,E43A6E078A07631,2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/23 16:25,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170808133736560F22B44607E,E43A6E078A07631,1,1,小鱼仔,2017/6/23 16:25,D,已出货未退款,已提现,非饮料,海味零食
DD201708167493500097432289094,E43A6E078A06874,4.5,4.5,180ml雀巢咖啡罐装,2017/6/23 16:25,E,已出货未退款,已提现,饮料,咖啡
DD20170524123249817F54A3AE5C3,E43A6E078A06874,4,4,阿萨姆奶茶,2017/6/23 16:25,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493455831579924163,E43A6E078A04172,2.5,2.5,250ml王老吉盒装,2017/6/23 16:26,A,已出货未退款,已提现,饮料,茶饮料
DD201708167493455935966643962,E43A6E078A04172,2.5,2.5,250ml维他原味豆奶,2017/6/23 16:26,A,已出货未退款,已提现,饮料,植物蛋白
DD201708167493456179084909018,E43A6E078A04172,4.5,4.5,40g乐事美国经典原味,2017/6/23 16:26,A,已出货未退款,已提现,非饮料,膨化食品
DD201708081335288266EC707A832,E43A6E078A04172,1,1,小鱼仔,2017/6/23 16:26,A,已出货未退款,已提现,非饮料,海味零食
DD201708167493500087754383385,E43A6E078A04172,3.5,3.5,雪碧,2017/6/23 16:26,A,已出货未退款,已提现,饮料,碳酸饮料
DD2017052412174455C8FB5834687,E43A6E078A07631,2.5,2.5,可口可乐330ml,2017/6/23 16:26,D,已出货未退款,已提现,饮料,碳酸饮料
DD201705191700481532F69C28DA2,E43A6E078A04172,3,3,可口可乐330ml,2017/6/23 16:27,A,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493817334864094567,E43A6E078A04134,2.5,2.5,145ml旺仔牛奶盒装,2017/6/23 16:27,B,已出货未退款,已提现,饮料,乳制品
DD20170816749381715272053141,E43A6E078A04134,2.5,2.5,250ml统一麦香奶茶,2017/6/23 16:27,B,已出货未退款,已提现,饮料,茶饮料
DD201708167493817160005390579,E43A6E078A04134,2.5,2.5,250ml维他原味豆奶,2017/6/23 16:27,B,已出货未退款,已提现,饮料,植物蛋白
DD201708167493479971841965718,E43A6E078A04134,6,6,370g泰奇八宝粥,2017/6/23 16:27,B,已出货未退款,已提现,非饮料,方便速食
DD201708167493499959356693223,E43A6E078A04134,4,4,55g奥利奥原味芝士饼干,2017/6/23 16:27,B,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493480037709175167,E43A6E078A04134,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/23 16:27,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170524121251759843831572E,E43A6E078A04134,4,4,脉动,2017/6/23 16:27,B,已出货未退款,已提现,饮料,功能饮料
DD2017051917014621A02012520DA,E43A6E078A04228,2,2,鸭翅,2017/6/23 16:27,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017080813285781443175A85CE,E43A6E078A07631,1,1,香豆干,2017/6/23 16:27,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493479856178175661,E43A6E078A04134,4.5,4.5,250ml燕塘原味酸奶,2017/6/23 16:31,B,已出货未退款,已提现,饮料,乳制品
DD2017051916531779D83926640B8,E43A6E078A04134,3,3,印尼芝士威化饼干,2017/6/23 16:31,B,已出货未退款,已提现,非饮料,饼干糕点
DD2017080813273536660B955766E,E43A6E078A07631,1,1,香豆干,2017/6/23 16:31,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749362933347342596,E43A6E078A06874,4.5,4.5,50g上好佳日式鱼果,2017/6/23 16:39,E,已出货未退款,已提现,非饮料,膨化食品
DD201708081325064799B0E8623B4,E43A6E078A07631,2,2,怡宝纯净水,2017/6/23 16:40,D,已出货未退款,已提现,饮料,水
DD201708167493340105806396685,E43A6E078A07631,5,5,110g顺宝九制话梅,2017/6/23 16:51,D,已出货未退款,已提现,非饮料,蜜饯/果干
DD201708167493818003119356652,E43A6E078A04134,2.5,2.5,250ml维他奶巧克力味,2017/6/23 16:57,B,已出货未退款,已提现,饮料,植物蛋白
DD2017080813243219F92D5CFADC1,E43A6E078A04134,4,4,营养快线,2017/6/23 16:57,B,已出货未退款,已提现,饮料,乳制品
DD201708167493818440161545978,E43A6E078A04134,2.5,2.5,250ml维他原味豆奶,2017/6/23 17:05,B,已出货未退款,已提现,饮料,植物蛋白
DD201708167493499841730479809,E43A6E078A04134,5,5,500ml统一阿萨姆奶茶,2017/6/23 17:05,B,已出货未退款,已提现,饮料,茶饮料
DD20170808132235239420975FE33,E43A6E078A04134,4,4,阿萨姆奶茶,2017/6/23 17:05,B,已出货未退款,已提现,饮料,茶饮料
DD20170516183059172421543E691,E43A6E078A04228,2,2,鸭翅,2017/6/23 17:05,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017052412061313C05C50307EB,E43A6E078A04172,4,4,营养快线,2017/6/23 17:09,A,已出货未退款,已提现,饮料,乳制品
DD201708167493818580303677311,E43A6E078A04134,2.5,2.5,250ml维他原味豆奶,2017/6/23 17:09,B,已出货未退款,已提现,饮料,植物蛋白
DD2017052209242877E4F7FB74129,E43A6E078A04134,15,15,口味王槟榔（红）,2017/6/23 17:09,B,已出货未退款,已提现,非饮料,蜜饯/果干
DD20170808132045495114FBC5543,E43A6E078A06874,4,4,阿萨姆奶茶,2017/6/23 17:09,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493340139511126949,E43A6E078A04228,0.8,0.8,20g咪咪虾条马来西亚风味,2017/6/23 17:12,C,已出货未退款,已提现,非饮料,膨化食品
DD201708167493455811079613727,E43A6E078A04172,8,8,160g盼盼手撕面包,2017/6/23 17:14,A,已出货未退款,已提现,非饮料,饼干糕点
DD20170524120544892A7541F9662,E43A6E078A04172,2.5,2.5,芬达330ml,2017/6/23 17:14,A,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493837477483363831,E43A6E078A04228,2.5,2.5,250ml统一麦香奶茶,2017/6/23 17:14,C,已出货未退款,已提现,饮料,茶饮料
DD2017080812290730B3223B4F2EC,E43A6E078A04228,4,4,王老吉（罐）,2017/6/23 17:14,C,已出货未退款,已提现,饮料,茶饮料
DD20170522091417581F2B2508B45,E43A6E078A06874,3.5,3.5,王老吉（罐）,2017/6/23 17:14,E,已出货未退款,已提现,饮料,茶饮料
DD20170816749334014475278288,E43A6E078A04134,7,7,600ml可口可乐,2017/6/23 17:34,B,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493340198957159432,E43A6E078A04172,4,4,20g咪咪虾条马来西亚风味,2017/6/23 17:35,A,已出货未退款,已提现,非饮料,膨化食品
DD201708167493340210123957468,E43A6E078A04172,3,3,250ml维他原味豆奶,2017/6/23 17:36,A,已出货未退款,已提现,饮料,植物蛋白
DD201708167493340227950851494,E43A6E078A04172,6,6,250ml维他柠檬茶,2017/6/23 17:37,A,已出货未退款,已提现,饮料,茶饮料
DD201708167493340254985429001,E43A6E078A04134,5.5,5.5,205g伊利安慕希原味,2017/6/23 17:41,B,已出货未退款,已提现,饮料,乳制品
DD201708167493593547268864775,E43A6E078A04172,4.5,4.5,250ML东鹏特饮,2017/6/23 17:42,A,已出货未退款,已提现,饮料,功能饮料
DD201708167493340292323936483,E43A6E078A04172,11,11,480ml小茗同学冷泡青柠红茶,2017/6/23 17:44,A,已出货未退款,已提现,饮料,茶饮料
DD20170421131605253BF33778854,E43A6E078A04172,3,3,茉莉蜜茶,2017/6/23 17:46,A,已出货未退款,已提现,饮料,茶饮料
DD20170727004740979237DFD9A2B,E43A6E078A06874,3,3,可口可乐最新款,2017/6/23 17:46,E,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493340296573003494,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/23 17:47,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170421131646489FDE44ACD95,E43A6E078A07631,4,4,营养快线,2017/6/23 17:48,D,已出货未退款,已提现,饮料,乳制品
DD20170727005026278B4B6D2F511,E43A6E078A06874,3,3,可口可乐最新款,2017/6/23 17:48,E,已出货未退款,已提现,饮料,碳酸饮料
DD2017042113205614A87FC855071,E43A6E078A04172,4.5,4.5,好吃点,2017/6/23 17:49,A,已出货未退款,已提现,非饮料,饼干糕点
DD2017072700504292618ED2B4003,E43A6E078A06874,4.5,4.5,脉动,2017/6/23 17:49,E,已出货未退款,已提现,饮料,功能饮料
DD201708167493340321942146194,E43A6E078A04228,4,4,85g新麦潮北海道吐司,2017/6/23 17:55,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493340359102322146,E43A6E078A04134,9,9,500ml加多宝,2017/6/23 17:58,B,已出货未退款,已提现,饮料,茶饮料
DD201708167493340506266892885,E43A6E078A04134,1.6,1.6,2g韩国海牌海苔,2017/6/23 18:03,B,已出货未退款,已提现,非饮料,海味零食
DD201708167493340530776205788,E43A6E078A04134,5.5,5.5,86g合味道海鲜风味,2017/6/23 18:07,B,已出货未退款,已提现,非饮料,方便速食
DD2017042113261196EEEA5125D1F,E43A6E078A04172,4,4,营养快线,2017/6/23 18:12,A,已出货未退款,已提现,饮料,乳制品
DD2017080812274348925029E049A,E43A6E078A04134,4,4,王老吉（罐）,2017/6/23 18:12,B,已出货未退款,已提现,饮料,茶饮料
DD2017050813262856BD1EBE7B642,E43A6E078A04172,4,4,营养快线,2017/6/23 18:13,A,已出货未退款,已提现,饮料,乳制品
DD20170808122724153C1A4A11667,E43A6E078A04228,3,3,怡宝纯净水,2017/6/23 18:13,C,已出货未退款,已提现,饮料,水
DD201708167493340621671896539,E43A6E078A04228,4.5,4.5,250ml燕塘红枣牛奶,2017/6/23 18:15,C,已出货未退款,已提现,饮料,乳制品
DD201708167493340637940171024,E43A6E078A04172,7,7,优益C活菌型乳酸菌饮品,2017/6/23 18:27,A,已出货未退款,已提现,饮料,乳制品
DD201708167493340759213105836,E43A6E078A04134,22.5,22.5,250ml燕塘红枣牛奶,2017/6/23 18:28,B,已出货未退款,已提现,饮料,乳制品
DD201708167493498529044112053,E43A6E078A04134,6.5,6.5,250ml红牛,2017/6/23 18:43,B,已出货未退款,已提现,饮料,功能饮料
DD201708167493479525033484188,E43A6E078A04134,5,5,脉动（青柠）,2017/6/23 18:44,B,已出货未退款,已提现,饮料,功能饮料
DD201708081219379584EB532B558,E43A6E078A04134,3,3,怡宝纯净水,2017/6/23 18:44,B,已出货未退款,已提现,饮料,水
DD201708167493498322681230477,E43A6E078A04134,6.5,6.5,430g泰奇八宝粥,2017/6/23 18:45,B,已出货未退款,已提现,非饮料,方便速食
DD20170804153025856023AAAEBC1,E43A6E078A04134,3,3,怡宝纯净水,2017/6/23 18:46,B,已出货未退款,已提现,饮料,水
DD201705191651467233F70092728,E43A6E078A04228,4,4,阿萨姆奶茶,2017/6/23 18:46,C,已出货未退款,已提现,饮料,茶饮料
DD2017080415262374F7ACE5D31CA,E43A6E078A04134,4,4,统一冰红茶,2017/6/23 18:55,B,已出货未退款,已提现,饮料,茶饮料
DD20170519165051633DC36942670,E43A6E078A04228,3,3,可口可乐330ml,2017/6/23 18:55,C,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493341057680747259,E43A6E078A04172,4.5,4.5,250ml燕塘甜牛奶,2017/6/23 18:56,A,已出货未退款,已提现,饮料,乳制品
DD201708081215136450B905926BD,E43A6E078A04172,2,2,怡宝纯净水,2017/6/23 18:57,A,已出货未退款,已提现,饮料,水
DD201705241120589602263A366DF,E43A6E078A04134,2,2,怡宝纯净水,2017/6/23 18:57,B,已出货未退款,已提现,饮料,水
DD201705191649318262E0FC0FD06,E43A6E078A04228,2.5,2.5,伊利优酸乳,2017/6/23 18:57,C,已出货未退款,已提现,饮料,乳制品
DD201708167493341121999836177,E43A6E078A04172,13,13,250ml红牛,2017/6/23 19:00,A,已出货未退款,已提现,饮料,功能饮料
DD2017080812030438AE7FBE94626,E43A6E078A04134,3.5,3.5,芬达330ml,2017/6/23 19:02,B,已出货未退款,已提现,饮料,碳酸饮料
DD20170522084345159E1E58E47E1,E43A6E078A04228,2.5,2.5,美年达（罐）,2017/6/23 19:02,C,已出货未退款,已提现,饮料,碳酸饮料
DD201704211424348498F35D0285D,E43A6E078A04172,3,3,维他奶,2017/6/23 19:06,A,已出货未退款,已提现,饮料,植物蛋白
DD20170802065516244F7DCFF31EC,E43A6E078A04228,4,4,果粒橙,2017/6/23 19:06,C,已出货未退款,已提现,饮料,果蔬饮料
DD201708167493557197733197369,E43A6E078A04172,7,7,150g洽洽原香瓜子,2017/6/23 19:08,A,已出货未退款,已提现,非饮料,坚果炒货
DD201708167493785468650228394,E43A6E078A06874,3,3,600ml可口可乐,2017/6/23 19:11,E,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493341240392373112,E43A6E078A04172,1.5,1.5,卫龙亲嘴烧红烧牛肉味,2017/6/23 19:12,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493341245914509469,E43A6E078A04228,1.5,1.5,12g劲仔小鱼（香辣味）,2017/6/23 19:13,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017042115474055647D54473A5,E43A6E078A07631,4.5,4.5,脉动,2017/6/23 19:14,D,已出货未退款,已提现,饮料,功能饮料
DD2017072703551282C20A804B10A,E43A6E078A06874,3,3,怡宝纯净水,2017/6/23 19:14,E,已出货未退款,已提现,饮料,水
DD201708167493341291715326218,E43A6E078A04172,5,5,48g好丽友薯愿香烤原味,2017/6/23 19:16,A,已出货未退款,已提现,非饮料,膨化食品
DD201704211548258830C7EEAB10C,E43A6E078A04172,4.5,4.5,脉动,2017/6/23 19:17,A,已出货未退款,已提现,饮料,功能饮料
DD2017080810562511E7DCC8A9793,E43A6E078A04134,4,4,果粒橙,2017/6/23 19:17,B,已出货未退款,已提现,饮料,果蔬饮料
DD201708167493498295097645928,E43A6E078A04172,12.5,12.5,100g*5瓶益力多,2017/6/23 19:18,A,已出货未退款,已提现,饮料,乳制品
DD20170816749349826643240314,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧,2017/6/23 19:24,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749376984706880137,E43A6E078A06874,3,3,250ml维他柠檬茶,2017/6/23 19:25,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493341452542316227,E43A6E078A04228,5,5,145ml旺仔牛奶盒装,2017/6/23 19:29,C,已出货未退款,已提现,饮料,乳制品
DD201708167493629515159847928,E43A6E078A06874,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/23 19:30,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493630749569434586,E43A6E078A04172,4,4,55g奥利奥原味夹心饼干,2017/6/23 19:36,A,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493341462216213789,E43A6E078A04134,4.5,4.5,80g香飘飘椰果奶茶原味,2017/6/23 19:38,B,已出货未退款,已提现,饮料,茶饮料
DD20170421170542153D8EC1DFE77,E43A6E078A07631,3,3,统一冰红茶,2017/6/23 19:39,D,已出货未退款,已提现,饮料,茶饮料
DD2017072703554770255E4F047B1,E43A6E078A06874,3,3,怡宝纯净水,2017/6/23 19:39,E,已出货未退款,已提现,饮料,水
DD201708167493455572678963947,E43A6E078A04172,5.5,5.5,103g康师傅红烧牛肉面,2017/6/23 19:41,A,已出货未退款,已提现,非饮料,方便速食
DD201708167493898280589611023,E43A6E078A04172,1.6,1.6,20g咪咪虾条马来西亚风味,2017/6/23 19:41,A,已出货未退款,已提现,非饮料,膨化食品
DD2017051916493142FE279766AFB,E43A6E078A04172,2,2,怡宝纯净水,2017/6/23 19:41,A,已出货未退款,已提现,饮料,水
DD20170808105601172D0ACB8AC97,E43A6E078A04228,5,5,阿萨姆奶茶,2017/6/23 19:41,C,已出货未退款,已提现,饮料,茶饮料
DD201705161602381034DC1047577,E43A6E078A04172,2.5,2.5,雪碧330ml,2017/6/23 19:47,A,已出货未退款,已提现,饮料,碳酸饮料
DD201708041523354869D1A4C327E,E43A6E078A04228,4,4,东鹏特饮,2017/6/23 19:47,C,已出货未退款,已提现,饮料,功能饮料
DD201708167493819529245661348,E43A6E078A04134,2.5,2.5,250ml统一麦香奶茶,2017/6/23 19:51,B,已出货未退款,已提现,饮料,茶饮料
DD2017081674934998141873425,E43A6E078A04134,3,3,250ml维他柠檬茶,2017/6/23 19:51,B,已出货未退款,已提现,饮料,茶饮料
DD2017080810555671A380D7EC811,E43A6E078A04134,5,5,阿萨姆奶茶,2017/6/23 19:51,B,已出货未退款,已提现,饮料,茶饮料
DD201704211738376368F47CD9B06,E43A6E078A07631,3,3,印尼芝士威化饼干,2017/6/23 19:51,D,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493629519260197659,E43A6E078A06874,4.5,4.5,卫龙亲嘴烧红烧牛肉味,2017/6/23 19:53,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170421173910754DAD8DB89EB,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/6/23 20:02,A,已出货未退款,已提现,饮料,功能饮料
DD2017080206402594885D1A777CB,E43A6E078A04228,3,3,怡宝纯净水,2017/6/23 20:02,C,已出货未退款,已提现,饮料,水
DD201708167493341827993354385,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/23 20:24,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493801867226320168,E43A6E078A06874,3,3,600ml可口可乐,2017/6/23 20:38,E,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493341907547674395,E43A6E078A04172,6,6,107g出前一丁桶面酱香牛肉王,2017/6/23 20:45,A,已出货未退款,已提现,非饮料,方便速食
DD20170816749380419266828761,E43A6E078A06874,3,3,600ml可口可乐,2017/6/23 20:54,E,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493341958578543097,E43A6E078A04172,4.5,4.5,250ml燕塘甜牛奶,2017/6/23 21:00,A,已出货未退款,已提现,饮料,乳制品
DD2017042117525281ADCBB560C4D,E43A6E078A07631,3,3,伊利纯牛奶,2017/6/23 21:02,D,已出货未退款,已提现,饮料,乳制品
DD201707270355481211C632564A8,E43A6E078A06874,4.5,4.5,脉动,2017/6/23 21:02,E,已出货未退款,已提现,饮料,功能饮料
DD20170421175342235B1422D48B6,E43A6E078A04172,4.5,4.5,脉动,2017/6/23 21:08,A,已出货未退款,已提现,饮料,功能饮料
DD2017072704200756EBCA567CF0E,E43A6E078A06874,4.5,4.5,脉动,2017/6/23 21:08,E,已出货未退款,已提现,饮料,功能饮料
DD201708167493342073232427609,E43A6E078A04172,5,5,500ml统一阿萨姆奶茶,2017/6/23 21:10,A,已出货未退款,已提现,饮料,茶饮料
DD201708167493711041522979104,E43A6E078A06874,3.5,3.5,600ml可口可乐,2017/6/23 21:14,E,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493498012070575679,E43A6E078A07631,3.5,3.5,乖媳妇野山椒风爪,2017/6/23 21:25,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493497997976446038,E43A6E078A04134,1.5,1.5,12g劲仔小鱼麻辣味,2017/6/23 21:26,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493630580157850825,E43A6E078A04228,6,6,86g合味道海鲜风味,2017/6/23 21:27,C,已出货未退款,已提现,非饮料,方便速食
DD201708167493898552235504891,E43A6E078A04228,1.6,1.6,2g韩国海牌海苔,2017/6/23 21:28,C,已出货未退款,已提现,非饮料,海味零食
DD2017050923333199AF8B45C2F0A,E43A6E078A04228,2.5,2.5,可口可乐330ml,2017/6/23 21:28,C,已出货未退款,已提现,饮料,碳酸饮料
DD20170803153233108EB99F310FE,E43A6E078A07631,4,4,营养快线,2017/6/23 21:28,D,已出货未退款,已提现,饮料,乳制品
DD201708167493342348007313239,E43A6E078A04134,3.5,3.5,600ml雪碧,2017/6/23 21:35,B,已出货未退款,已提现,饮料,碳酸饮料
DD20170421180119805DEC88D6145,E43A6E078A07631,4.5,4.5,脉动,2017/6/23 21:36,D,已出货未退款,已提现,饮料,功能饮料
DD201707270454148962DFBE35189,E43A6E078A06874,4.5,4.5,阿萨姆奶茶,2017/6/23 21:36,E,已出货未退款,已提现,饮料,茶饮料
DD20170831183255124CBA2F66874,E43A6E078A04172,2,2,鸭翅,2017/6/23 21:37,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017083119550287F454FFC4A30,E43A6E078A04134,3.5,3.5,统一绿茶,2017/6/23 21:40,B,已出货未退款,已提现,饮料,茶饮料
DD201708167493227274866598313,E43A6E078A06874,2,2,5片装益达绿箭口香糖,2017/6/23 21:42,E,已出货未退款,已提现,非饮料,糖果/巧克力
DD201708167493307099174165155,E43A6E078A06874,2,2,5片装益达绿箭口香糖,2017/6/23 21:44,E,已出货未退款,已提现,非饮料,糖果/巧克力
DD201708167493898715827580067,E43A6E078A04228,1.6,1.6,20g咪咪虾条马来西亚风味,2017/6/23 21:51,C,已出货未退款,已提现,非饮料,膨化食品
DD2017080315321249CACEF6985E3,E43A6E078A04228,4,4,东鹏特饮,2017/6/23 21:51,C,已出货未退款,已提现,饮料,功能饮料
DD201708167493342499444289152,E43A6E078A07631,3,3,250ml维他原味豆奶,2017/6/23 21:58,D,已出货未退款,已提现,饮料,植物蛋白
DD201708167493342511953545969,E43A6E078A04228,4,4,85g新麦潮北海道吐司,2017/6/23 22:03,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493336223628009183,E43A6E078A06874,2,2,5片装益达绿箭口香糖,2017/6/23 22:06,E,已出货未退款,已提现,非饮料,糖果/巧克力
DD201708167493497699828938871,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/23 22:10,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
